CustomerID,Age,Gender,City,TenureYears,AnnualIncomePKR,AccountBalancePKR,CreditScore,NumProducts,MonthlyTransactions,DigitalBankingUser,ActiveMember,Churned
C10351,43,Male,Peshawar,5,1373000,1813000,659,3,17,No,No,No
C10352,48,Female,Karachi,2,2270000,1191000,653,2,22,No,Yes,No
C10353,33,Male,Faisalabad,6,1566000,994000,537,3,24,Yes,Yes,No
C10354,48,Female,Peshawar,7,2129000,1330000,649,3,25,Yes,Yes,No
C10355,51,Female,Islamabad,5,2445000,1735000,612,3,20,No,Yes,No
C10356,42,Male,Rawalpindi,6,3174000,2298000,638,2,16,No,No,Yes
C10357,42,Male,Faisalabad,4,2293000,1017000,611,1,15,No,Yes,No
C10358,42,Female,Karachi,9,2558000,2110000,687,2,25,Yes,No,No
C10359,30,Female,Karachi,3,1685000,1479000,578,1,13,No,Yes,No
C10360,37,Male,Karachi,4,2323000,1625000,581,2,17,Yes,Yes,No
C10361,37,Female,Islamabad,5,1657000,1611000,655,1,33,Yes,Yes,No
C10362,43,Female,Karachi,8,1267000,1942000,650,2,9,No,No,No
C10363,50,Male,Peshawar,1,2142000,1423000,639,1,19,Yes,Yes,No
C10364,27,Male,Peshawar,2,1493000,841000,527,1,22,Yes,Yes,Yes
C10365,38,Male,Islamabad,0,1203000,931000,516,1,18,Yes,No,Yes
C10366,55,Male,Rawalpindi,5,2527000,1581000,594,2,22,Yes,Yes,No
C10367,31,Male,Lahore,2,1053000,680000,537,3,27,Yes,Yes,No
C10368,30,Male,Peshawar,4,1997000,1655000,621,1,22,Yes,Yes,No
C10369,41,Female,Islamabad,7,2314000,1450000,664,3,28,Yes,Yes,No
C10370,48,Male,Peshawar,3,2469000,1672000,596,3,14,Yes,Yes,No
C10371,39,Female,Faisalabad,6,2129000,1244000,681,2,28,No,Yes,No
C10372,54,Male,Islamabad,4,2502000,1826000,694,2,24,Yes,Yes,No
C10373,48,Male,Islamabad,7,2418000,1272000,635,2,21,No,Yes,No
C10374,48,Female,Faisalabad,7,1837000,1040000,577,1,15,Yes,Yes,No
C10375,45,Female,Lahore,3,1133000,1128000,686,2,22,Yes,Yes,No
C10376,65,Male,Karachi,5,3144000,2418000,639,1,19,Yes,Yes,No
C10377,37,Male,Peshawar,8,1978000,1759000,615,3,28,No,Yes,No
C10378,18,Male,Karachi,6,1368000,1524000,548,3,24,Yes,Yes,No
C10379,57,Male,Karachi,1,3217000,1385000,561,3,24,No,Yes,No
C10380,34,Male,Karachi,7,2322000,1863000,518,2,21,Yes,Yes,No
C10381,40,Male,Islamabad,2,1357000,974000,621,2,10,No,No,No
C10382,53,Male,Peshawar,9,2497000,1741000,597,4,23,Yes,No,No
C10383,21,Male,Lahore,8,1276000,1395000,749,1,29,Yes,Yes,No
C10384,25,Female,Lahore,6,2259000,1059000,519,1,12,Yes,Yes,No
C10385,21,Female,Lahore,6,1626000,1315000,503,2,17,Yes,Yes,No
C10386,30,Male,Peshawar,5,1871000,1464000,611,1,7,Yes,No,No
C10387,44,Male,Islamabad,7,1980000,1095000,699,1,9,No,Yes,No
C10388,45,Male,Faisalabad,4,1715000,1573000,607,1,18,Yes,Yes,No
C10389,42,Male,Rawalpindi,6,2343000,1543000,639,2,16,Yes,Yes,No
C10390,23,Female,Faisalabad,8,708000,617000,483,1,18,Yes,Yes,No
C10391,18,Female,Peshawar,4,690000,1030000,520,1,11,Yes,Yes,Yes
C10392,40,Female,Faisalabad,3,1763000,1128000,531,1,12,Yes,No,Yes
C10393,34,Female,Peshawar,2,2157000,1248000,472,2,26,Yes,No,No
C10394,44,Female,Islamabad,2,1819000,1275000,599,3,29,Yes,Yes,No
C10395,47,Female,Faisalabad,0,1018000,544000,466,1,23,Yes,Yes,Yes
C10396,41,Male,Karachi,7,2211000,932000,537,2,19,Yes,Yes,No
C10397,47,Male,Karachi,10,2098000,1822000,604,2,16,Yes,Yes,No
C10398,42,Male,Peshawar,9,2135000,1223000,575,1,9,No,Yes,No
C10399,45,Female,Peshawar,1,1945000,1312000,612,3,27,Yes,Yes,No
C10400,31,Male,Rawalpindi,7,1404000,1433000,610,2,24,Yes,No,No
C10401,37,Female,Karachi,9,2209000,1026000,662,2,18,No,No,No
C10402,41,Female,Karachi,4,1250000,1351000,638,1,14,No,No,No
C10403,48,Female,Karachi,5,2048000,1040000,676,1,6,No,No,Yes
C10404,35,Male,Karachi,0,1753000,1169000,568,4,29,Yes,Yes,No
C10405,45,Male,Karachi,6,1898000,873000,629,3,18,No,Yes,No
C10406,36,Male,Islamabad,2,908000,1035000,607,3,19,No,Yes,No
C10407,38,Female,Islamabad,6,2101000,1179000,608,3,31,No,Yes,Yes
C10408,48,Female,Faisalabad,1,2597000,1530000,573,1,13,Yes,Yes,Yes
C10409,18,Female,Karachi,7,876000,1068000,553,3,21,Yes,No,No
C10410,25,Male,Peshawar,8,450000,1217000,543,2,31,Yes,Yes,No
C10411,23,Male,Karachi,3,1292000,1201000,585,3,19,Yes,Yes,No
C10412,18,Male,Islamabad,2,450000,968000,543,1,12,No,Yes,Yes
C10413,32,Female,Lahore,0,1452000,1478000,527,1,14,Yes,No,No
C10414,47,Female,Lahore,4,1809000,1038000,570,2,23,Yes,Yes,No
C10415,36,Male,Peshawar,4,1167000,813000,522,3,18,Yes,Yes,No
C10416,41,Female,Lahore,1,1603000,1246000,637,2,28,Yes,Yes,No
C10417,51,Male,Karachi,6,2367000,1610000,627,1,26,Yes,Yes,No
C10418,54,Female,Peshawar,4,2247000,1805000,571,1,20,Yes,No,No
C10419,38,Male,Peshawar,2,1927000,1323000,627,4,24,Yes,Yes,No
C10420,54,Male,Lahore,4,2331000,1602000,588,2,13,No,No,No
C10421,40,Female,Islamabad,8,2398000,1166000,536,2,20,Yes,Yes,No
C10422,30,Male,Lahore,7,1589000,1481000,648,2,23,Yes,Yes,No
C10423,32,Male,Islamabad,5,1204000,1227000,556,2,36,Yes,Yes,Yes
C10424,23,Male,Lahore,7,771000,1223000,557,2,25,Yes,Yes,No
C10425,29,Male,Karachi,2,556000,1108000,570,2,13,Yes,No,No
C10426,35,Female,Peshawar,5,1763000,1409000,654,3,28,Yes,Yes,No
C10427,48,Female,Karachi,6,2151000,1543000,619,3,19,Yes,Yes,No
C10428,58,Female,Karachi,4,1714000,1274000,560,3,8,No,No,No
C10429,24,Male,Lahore,6,923000,1137000,607,2,7,No,No,Yes
C10430,43,Male,Faisalabad,3,1577000,1325000,569,2,22,Yes,Yes,No
C10431,28,Male,Karachi,7,2037000,1141000,692,2,30,Yes,Yes,No
C10432,44,Male,Faisalabad,7,1428000,1020000,615,3,18,No,No,No
C10433,38,Male,Peshawar,0,1005000,896000,451,2,27,Yes,Yes,No
C10434,19,Female,Lahore,9,1479000,1293000,601,2,14,Yes,No,No
C10435,49,Female,Islamabad,0,2708000,1836000,699,2,22,Yes,Yes,No
C10436,32,Female,Lahore,3,1114000,1010000,664,2,21,Yes,No,No
C10437,33,Male,Karachi,8,1385000,1924000,702,2,21,Yes,Yes,No
C10438,27,Male,Peshawar,4,1481000,1349000,517,1,14,No,Yes,No
C10439,32,Male,Karachi,1,450000,818000,618,2,20,No,Yes,No
C10440,44,Male,Faisalabad,2,1186000,636000,553,2,23,Yes,Yes,No
C10441,37,Male,Karachi,8,1724000,1568000,620,1,19,Yes,No,No
C10442,43,Male,Lahore,0,2501000,1405000,512,3,31,Yes,No,No
C10443,43,Male,Lahore,8,1947000,1417000,583,2,24,Yes,Yes,Yes
C10444,54,Female,Rawalpindi,5,2595000,1357000,586,1,29,Yes,Yes,No
C10445,35,Male,Rawalpindi,2,2012000,1523000,627,3,30,Yes,Yes,No
C10446,23,Female,Karachi,4,1915000,1500000,610,2,17,Yes,Yes,No
C10447,51,Male,Lahore,2,2062000,1111000,620,2,19,Yes,Yes,No
C10448,35,Female,Rawalpindi,8,1739000,1088000,530,2,15,Yes,No,Yes
C10449,51,Male,Lahore,7,3244000,2364000,610,3,17,Yes,No,No
C10450,43,Male,Peshawar,0,1211000,904000,541,2,17,No,Yes,No
C10451,38,Male,Lahore,4,2182000,1449000,639,2,28,Yes,Yes,No
C10452,43,Male,Islamabad,3,1527000,1107000,660,1,17,No,No,No
C10453,60,Female,Karachi,9,3024000,2339000,710,2,26,Yes,Yes,No
C10454,62,Male,Karachi,1,2695000,1483000,577,2,15,No,Yes,Yes
C10455,40,Female,Karachi,10,1654000,1143000,471,2,13,Yes,Yes,No
C10456,41,Male,Karachi,5,1516000,1247000,504,2,25,Yes,Yes,No
C10457,51,Male,Peshawar,2,2420000,1914000,683,3,27,Yes,Yes,No
C10458,30,Male,Karachi,3,1749000,1382000,551,2,21,Yes,No,No
C10459,43,Male,Karachi,3,1901000,1721000,554,1,27,No,Yes,No
C10460,39,Female,Karachi,2,1757000,1163000,675,4,36,Yes,Yes,No
C10461,42,Female,Islamabad,5,2217000,1232000,672,2,29,Yes,Yes,No
C10462,30,Female,Karachi,2,888000,1186000,570,4,12,No,No,Yes
C10463,22,Male,Lahore,0,1153000,1306000,530,4,26,Yes,Yes,Yes
C10464,18,Male,Karachi,4,1134000,1065000,550,3,26,Yes,Yes,No
C10465,27,Female,Islamabad,0,2176000,1553000,567,2,20,Yes,Yes,Yes
C10466,34,Male,Peshawar,3,1365000,1229000,668,2,27,Yes,Yes,No
C10467,36,Male,Karachi,3,1427000,1023000,607,1,24,Yes,Yes,No
C10468,60,Male,Peshawar,3,3094000,2026000,664,2,14,Yes,No,Yes
C10469,51,Female,Karachi,11,2963000,2284000,710,3,26,No,Yes,No
C10470,28,Female,Islamabad,5,1080000,1254000,515,2,25,Yes,Yes,No
C10471,43,Female,Faisalabad,6,1891000,1479000,651,3,17,Yes,Yes,No
C10472,35,Female,Rawalpindi,0,1693000,983000,552,1,17,Yes,No,No
C10473,36,Male,Faisalabad,3,1271000,559000,445,2,14,No,No,Yes
C10474,41,Female,Karachi,6,1792000,1669000,489,2,18,No,No,No
C10475,46,Male,Karachi,2,2102000,1498000,540,2,16,No,Yes,Yes
C10476,35,Female,Faisalabad,8,2164000,1930000,634,1,22,Yes,No,No
C10477,51,Male,Karachi,2,2050000,1402000,611,1,11,No,No,Yes
C10478,26,Female,Lahore,4,450000,1016000,581,3,20,Yes,Yes,No
C10479,39,Male,Rawalpindi,4,993000,1083000,701,2,10,No,Yes,Yes
C10480,68,Male,Rawalpindi,6,2731000,2158000,582,1,16,No,No,No
C10481,41,Male,Peshawar,3,1307000,1223000,591,1,29,Yes,Yes,Yes
C10482,55,Male,Karachi,4,2501000,1684000,637,2,14,No,No,No
C10483,40,Male,Karachi,5,1382000,1171000,559,1,31,Yes,Yes,No
C10484,45,Female,Faisalabad,3,1756000,1179000,601,2,30,Yes,Yes,No
C10485,38,Male,Karachi,7,1530000,944000,517,3,31,Yes,Yes,No
C10486,37,Female,Rawalpindi,6,1587000,1263000,676,1,17,Yes,Yes,Yes
C10487,30,Male,Karachi,5,1956000,1364000,545,2,22,No,No,No
C10488,44,Female,Lahore,4,2316000,2151000,714,1,25,Yes,Yes,No
C10489,30,Male,Rawalpindi,7,1478000,1309000,590,1,13,No,Yes,No
C10490,46,Female,Islamabad,5,1975000,1088000,666,3,23,Yes,Yes,No
C10491,51,Female,Lahore,4,2192000,1107000,611,2,19,No,Yes,No
C10492,43,Male,Karachi,5,2163000,1545000,603,3,13,Yes,No,Yes
C10493,36,Female,Rawalpindi,10,2109000,1459000,583,1,19,No,Yes,No
C10494,44,Male,Peshawar,1,1552000,1451000,595,1,17,Yes,Yes,No
C10495,36,Male,Lahore,7,1774000,1357000,619,2,27,Yes,Yes,No
C10496,49,Female,Islamabad,0,1285000,845000,549,2,10,No,No,No
C10497,19,Female,Peshawar,6,997000,872000,561,4,28,Yes,Yes,No
C10498,35,Male,Lahore,10,2136000,1885000,580,1,13,Yes,No,No
C10499,18,Male,Lahore,7,777000,1164000,698,3,19,No,Yes,No
C10500,23,Female,Lahore,6,1863000,1191000,570,3,30,No,Yes,No
